0.030 0.16993865030674843
0.034 0.16533742331288342
0.040 0.15981595092024536
0.045 0.15268404907975458
0.050 0.1455521472392638
0.055 0.13796012269938648
0.060 0.13059815950920242
0.065 0.12300613496932514
0.070 0.11541411042944784
0.075 0.10805214723926378
0.080 0.10069018404907973
0.085 0.09447852760736195
0.090 0.08826687116564415
0.095 0.08274539877300612
0.100 0.07722392638036808
0.105 0.07239263803680981
0.110 0.06756134969325150
0.115 0.06319018404907975
0.120 0.05927914110429447
0.125 0.05559815950920244
0.130 0.05237730061349693
0.135 0.04938650306748463
0.140 0.04616564417177912
0.145 0.04363496932515337
0.150 0.04110429447852759
0.155 0.03857361963190184
0.160 0.03673312883435581
0.165 0.03420245398773003
0.170 0.03236196319018406
0.175 0.03052147239263802
0.180 0.028680981595092025
0.185 0.026840490797545996
0.190 0.025230061349693245
0.195 0.023389570552147243
0.200 0.022009202453987714
0.205 0.019938650306748462
0.210 0.017407975460122682
